name,referentNumber,nameSection,webpageUrl,adressSection,type,address,city
Cisco Netherlands B.V.,78517273,"Cisco Systems Netherlands 4.4  (128) 
Corporate office",/url?q=http://www.cisco.nl/&sa=U&ved=2ahUKEwjs7Yrz6Of9AhW2GlkFHVyaD-EQgU96BAgMEAQ&usg=AOvVaw3B5Atw55mmrt1tdhbfrbpA,"Address: Haarlerbergweg 13-19, 1101 CH Amsterdam-Zuidoost, NetherlandsPhone: +31 800 0200791",Corporate office,"Haarlerbergweg 13-19, 1101 CH Amsterdam-Zuidoost",Amsterdam-Zuidoost
CIS Management B.V.,21016442,"CIS MANAGEMENT B.V. 5.0  (3) 
Accounting firm in Amsterdam, Netherlands",/url?q=https://cismanagement.nl/&sa=U&ved=2ahUKEwjY49Ly6Of9AhVpLFkFHb_BC4kQgU96BAgJEAQ&usg=AOvVaw1eOszj4c9P8ZbrH1TuZ-Sy,"Address: WTC, Strawinskylaan 613 Tower A, 1077 XX Amsterdam, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 20 333 1691",Account,"WTC, Strawinskylaan 613 Tower A, 1077 XX Amsterdam",Amsterdam
Circle B B.V.,70274916,"Circle B 5.0  (1) 
Computer support and services in Schiphol-Rijk, Netherlands",/url?q=https://circleb.eu/&sa=U&ved=2ahUKEwiZgeHw6Of9AhWlElkFHS7rDQUQgU96BAgLEAQ&usg=AOvVaw2yGu2Oi0ks5f20z4fgs8qb,"Address: Beechavenue 113, 1119 RB Schiphol-Rijk, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 85 800 0430",Computer support and services,"Beechavenue 113, 1119 RB Schiphol-Rijk",Schiphol-Rijk
Cincero IT B.V.,68454244,"Cincero IT B.V. 4.3  (14) 
Computer consultant in Diemen, Netherlands",/url?q=https://cincero-it.nl//&sa=U&ved=2ahUKEwj5vLfv6Of9AhU0VTUKHfWZDdcQgU96BAgKEAQ&usg=AOvVaw0VEunxgxvO60MKizFC2H7-,"Address: Verrijn Stuartweg 1M, 1112 AW Diemen, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 88 010 4600",Computer consultant,"Verrijn Stuartweg 1M, 1112 AW Diemen",Diemen
cimt B.V.,27315486,"cimt B.V. 4.5  (4) 
Computer consultant in Vught, Netherlands",/url?q=http://www.cimt.nl/&sa=U&ved=2ahUKEwj8gNfu6Of9AhVyFVkFHTtdAmsQgU96BAgLEAQ&usg=AOvVaw05D3u2haSFBSAf63qUoJqE,"Address: Sparrendaalseweg 5, 5262 LR Vught, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 73 303 0458",Computer consultant,"Sparrendaalseweg 5, 5262 LR Vught",Vught
CIC NL B.V.,62074962,"CIC NL Operations B.V. 4.3  (4) 
Business management consultant in Rotterdam, Netherlands",,"Address: Stationsplein 45, 3013 AK Rotterdam, NetherlandsPhone: +31 10 414 0004",Bus,"Stationsplein 45, 3013 AK Rotterdam",Rotterdam
Chugoku Paints B.V.,20038825,"Chugoku Paints BV 5.0  (4) 
Chemical plant in Heijningen, Netherlands",/url?q=https://www.cmp-chugoku.com/&sa=U&ved=2ahUKEwiYkNbr6Of9AhXBFlkFHRr1C9wQgU96BAgLEAQ&usg=AOvVaw0SJOtOMnLbydQWwuTfQ1qU,"Address: Sluisweg 12, 4794 SW Heijningen, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 167 526 100",Chemical plant,"Sluisweg 12, 4794 SW Heijningen",Heijningen
Chrysal International B.V.,32029274,"Chrysal International 4.0  (6) 
Wholesale florist in Naarden, Netherlands",/url?q=https://www.chrysal.com/nl&sa=U&ved=2ahUKEwj1zqbp6Of9AhVJD1kFHbdtC40QgU96BAgMEAQ&usg=AOvVaw0bL6PRJBNd5rKfHvYL06RZ,"Address: Gooimeer 7, 1411 DD Naarden, NetherlandsHours: Closed ⋅ Opens 8 AM MonPhone: +31 35 695 5888",Wholesale florist,"Gooimeer 7, 1411 DD Naarden",Naarden
Chromalloy Holland B.V.,18030901,"Chromalloy Holland B.V. 4.3  (18) 
Aerospace company in Tilburg, Netherlands",/url?q=http://www.chromalloy.com/&sa=U&ved=2ahUKEwi68-3o6Of9AhXmFVkFHTFfAewQgU96BAgMEAQ&usg=AOvVaw37__wVKqzzdkZePa53hosv,"Address: Siriusstraat 55, 5015 BT Tilburg, NetherlandsHours: Closed ⋅ Opens 7 AM MonPhone: +31 13 532 8400",Aerospace company,"Siriusstraat 55, 5015 BT Tilburg",Tilburg
Chroma Ate Europe B.V.,9105261,"Chroma Ate Europe B.V. 5.0  (1) 
Electronics manufacturer in Ede, Netherlands",/url?q=http://www.chromaeu.com/&sa=U&ved=2ahUKEwj7lbro6Of9AhUeE1kFHfv6AN0QgU96BAgLEAQ&usg=AOvVaw3dxMfcToJoKLwzVxBLn-dl,"Address: Morsestraat 32, 6716 AH Ede, NetherlandsHours: Closed ⋅ Opens 8:30 AM MonPhone: +31 318 648 282",Electronics manufacturer,"Morsestraat 32, 6716 AH Ede",Ede
Chr. Muller Touw B.V.,9055321,"Chr Muller Touw BV 5.0  (2) 
Manufacturer in Elst, Gelderland, Netherlands",/url?q=http://www.chrmullertouw.nl/&sa=U&ved=2ahUKEwiT-Mvn6Of9AhWCFFkFHYR1C7oQgU96BAgKEAQ&usg=AOvVaw1kbo4ozQQJoXM-OfElUzv3,"Address: Nijverheidsweg 8, 6662 NG Elst, NetherlandsHours: Closed ⋅ Opens 8:30 AM MonPhone: +31 481 365 240",Manufacturer,"Nijverheidsweg 8, 6662 NG Elst",Elst
Chiropractie Westland B.V.,27325250,"Chiropractie Westland 4.8  (13) 
Chiropractor in Maasdijk, Westland, Netherlands",/url?q=https://chiropractiewestland.nl/&sa=U&ved=2ahUKEwj9q_nj6Of9AhVFD1kFHUk1BfYQgU96BAgLEAQ&usg=AOvVaw3otEFs8bC_bFTHgvqxL1Pn,"Address: Oranjeplein 37, 2676 XP Maasdijk, NetherlandsHours: Closed ⋅ Opens 8 AM MonPhone: +31 174 511 600",Chiropractor,"Oranjeplein 37, 2676 XP Maasdijk",Maasdijk
Chiropractie R. Blaauw B.V.,55440932,"Blaauw Chiropractic 4.8  (34) 
Chiropractor in Gouda, Netherlands",/url?q=http://chiropractie-blaauw.nl/&sa=U&ved=2ahUKEwi6wK_j6Of9AhWKFVkFHXQuCwIQgU96BAgLEAQ&usg=AOvVaw1S58W8IZE0czYZdIZJREzC,"Address: Tjalkwerf 2b, 2804 LT Gouda, NetherlandsHours: Closed ⋅ Opens 8 AM MonPhone: +31 182 570 124",Chiropractor,"Tjalkwerf 2b, 2804 LT Gouda",Gouda
Chiropractie Leiden,28052651,"Chiropractie Leiden 4.9  (28) 
Medical clinic in Leiden, Netherlands",/url?q=http://www.chiropractieleiden.nl/&sa=U&ved=2ahUKEwiCgfTh6Of9AhUCEGIAHfe2AVIQgU96BAgLEAQ&usg=AOvVaw0YTbo79V0Vow5Cy8jnA0K5,"Address: Rooseveltstraat 2U, 2321 BM Leiden, NetherlandsHours: Closed ⋅ Opens 8 AM MonPhone: +31 71 512 7788",Medical cl,"Rooseveltstraat 2U, 2321 BM Leiden",Leiden
Chiropractie Kampen B.V.,5086264,"Kampen chiropractic 4.8  (10) 
Chiropractor in Kampen, Overijssel, Netherlands",/url?q=https://www.chiropraxi-kampen.nl/&sa=U&ved=2ahUKEwjCyarh6Of9AhVyFlkFHd3cCCIQgU96BAgLEAQ&usg=AOvVaw2TC9KR-I15gdIhFEyAIoSL,"Address: Graafschap 43, 8261 LB Kampen, NetherlandsHours: Closed ⋅ Opens 8 AM MonPhone: +31 38 332 5227",Chiropractor,"Graafschap 43, 8261 LB Kampen",Kampen
Chiropractie Emmen B.V.,4087570,"Chiropraxi - Emmen 4.5  (46) 
Chiropractor in the Emmen, Netherlands",/url?q=http://www.chiropraxi.nl/&sa=U&ved=2ahUKEwiywrS15-f9AhWRmmoFHVDcBJoQgU96BAgLEAQ&usg=AOvVaw2-O7b79sb2COndCiziS-gl,"Address: Brinkenhalte 20, 7812 HX Emmen, NetherlandsHours: Closed ⋅ Opens 8:30 AM MonPhone: +31 591 351 602",Chiropractor,"Brinkenhalte 20, 7812 HX Emmen",Emmen
Chiropractie Doetinchem B.V.,55915922,"Chiropractie Doetinchem 5.0  (3) 
Chiropractor in Doetinchem, Netherlands",/url?q=http://www.chiropractie-doetinchem.nl/&sa=U&ved=2ahUKEwiZ9eW05-f9AhVOmmoFHUt9CuMQgU96BAgLEAQ&usg=AOvVaw2Ox9zrq_J3Cepqr4FrFX8y,"Address: Doetinchemseweg 17, 7007 CA Doetinchem, NetherlandsHours: Closed ⋅ Opens 8 AM MonPhone: +31 314 323 425",Chiropractor,"Doetinchemseweg 17, 7007 CA Doetinchem",Doetinchem
Chiropractie Den Haag B.V.,81128355,"Chiropractie Centraal Den Haag 4.9  (38) 
Chiropractor in the Hague, Netherlands",/url?q=https://chiropractiecentraal.com/&sa=U&ved=2ahUKEwjxwKy05-f9AhXrlGoFHXIGDyAQgU96BAgLEAQ&usg=AOvVaw1PdWc5Rjy9rdWRDNpnU4Tg,"Address: Johanna Westerdijkplein 55, 2521 EN Den Haag, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 85 016 1710",Chiropractor,"Johanna Westerdijkplein 55, 2521 EN Den Haag",Haag
Chiropractie De Pijp,62948318,"Chiropractie De Pijp 5.0  (64) 
Chiropractor in Amsterdam, Netherlands",/url?q=http://chirodepijp.nl/&sa=U&ved=2ahUKEwjTu-6z5-f9AhXPnWoFHX0HAeUQgU96BAgLEAQ&usg=AOvVaw226TvTrGVz7WFklGk-u2v5,"Address: Pieter Aertszstraat 72HS, 1073 SR Amsterdam, NetherlandsHours: Closed ⋅ Opens 8 AM MonPhone: +31 20 363 7020",Chiropractor,"Pieter Aertszstraat 72HS, 1073 SR Amsterdam",Amsterdam
Chiropractie Centraal B.V.,82484767,"Chiropractie Centraal Den Haag 4.9  (38) 
Chiropractor in the Hague, Netherlands",/url?q=https://chiropractiecentraal.com/&sa=U&ved=2ahUKEwjwzruz5-f9AhWik2oFHcgTCAMQgU96BAgMEAQ&usg=AOvVaw1-kTuMr13hn6dj0CHrd7QA,"Address: Johanna Westerdijkplein 55, 2521 EN Den Haag, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 85 016 1710",Chiropractor,"Johanna Westerdijkplein 55, 2521 EN Den Haag",Haag
Chiropractie Castricum B.V.,37125726,"chiropractic Castricum 5.0  (6) 
Chiropractor in Castricum, Netherlands",/url?q=http://www.chiropractiecastricum.nl/&sa=U&ved=2ahUKEwjs2Pyy5-f9AhXgnWoFHeGEAOwQgU96BAgLEAQ&usg=AOvVaw3yAEbq9jmO1Cklfbux9MmY,"Address: Stationsweg 19, 1901 AA Castricum, NetherlandsHours: Closed ⋅ Opens 8 AM MonPhone: +31 251 651 020",Chiropractor,"Stationsweg 19, 1901 AA Castricum",Castricum
Chiropractie Borger,1154306,"chiropractic Borger 4.6  (10) 
Chiropractor in Borger, Netherlands",/url?q=https://www.chiropractieborger.nl/&sa=U&ved=2ahUKEwiupLqy5-f9AhW2mmoFHflQBNYQgU96BAgLEAQ&usg=AOvVaw3HoeeiXYI94X4nXhcWiLYu,"Address: Eeserstraat 14, 9531 CM Borger, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 599 323 020",Chiropractor,"Eeserstraat 14, 9531 CM Borger",Borger
Chiquita Europe B.V.,20077397,"Chiquita Europe B.V. Netherlands 4.2  (9) 
Produce wholesaler",/url?q=https://www.chiquita.nl/&sa=U&ved=2ahUKEwiSh_Wx5-f9AhVBmWoFHTGLDr8QgU96BAgLEAQ&usg=AOvVaw2uhUNK8MLuN1_etlNVZ2pv,"Address: Franklinweg 35, 4207 HX Gorinchem, NetherlandsPhone: +31 183 693 111",Produce wholesaler,"Franklinweg 35, 4207 HX Gorinchem",Gorinchem
Chinese Medical Center,33271637,"Shenzhou Open University of TCM 3.9  (14) 
Learning center in Amsterdam, Netherlands",/url?q=http://www.shenzhou-university.com/&sa=U&ved=2ahUKEwiBzqmx5-f9AhXFk2oFHVqiAEYQgU96BAgMEAQ&usg=AOvVaw3a3g7SkmMUO1K-TguRvBQg,"Address: Geldersekade 67, 1011 EK Amsterdam, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 20 620 3371",Learn,"Geldersekade 67, 1011 EK Amsterdam",Amsterdam
China Southern Airlines Amsterdam Office,33284086,"China Southern Airlines 3.1  (14) 
Travel in Schiphol, Netherlands",/url?q=http://www.csair.nl/&sa=U&ved=2ahUKEwjuqYKw5-f9AhV3kmoFHUkOBPcQgU96BAgMEAQ&usg=AOvVaw1R8yQtJ8mzA7Uufvtmsa8B,"Address: WTC, Schiphol Boulevard 287, A6, 1118 BH Schiphol, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 20 412 3120",Travel,"WTC, Schiphol Boulevard 287, A6, 1118 BH Schiphol",Schiphol
China Si Chuan Warmoesstraat B.V.,66047544,"China Sichuan Restaurant / Warmoesstraat 4.2  (1,759) 
Sichuan restaurant",/url?q=http://sichuan.amsterdam/&sa=U&ved=2ahUKEwiuxsqv5-f9AhX3lGoFHW-5BccQgU96BAgMEAQ&usg=AOvVaw3k2MODhxS82sU9P-vsKtLd,"Address: Warmoesstraat 17, 1012 HT Amsterdam, NetherlandsHours: Closed ⋅ Opens 12:30 PMPhone: +31 20 420 7833",Sichuan restaurant,"Warmoesstraat 17, 1012 HT Amsterdam",Amsterdam
China Light Festival B.V.,56151209,"China Light Festival B.V. 4.7  (3) 
Exhibition planner in Rotterdam, Netherlands",/url?q=http://www.chinalight.eu/&sa=U&ved=2ahUKEwi5iYiv5-f9AhU2nGoFHa8PC5AQgU96BAgMEAQ&usg=AOvVaw2BQNd3aCaibfXWMePDSOdO,"Address: Weena-Zuid 130, Unit 431, 3012 NC Rotterdam, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 10 799 7340",Exhibition planner,"Weena-Zuid 130, Unit 431, 3012 NC Rotterdam",Rotterdam
China Construction Bank (Europe) S.A. Amsterdam Branch,62538519,"China Construction Bank Amsterdam Branch 5.0  (4) 
Bank in Amsterdam, Netherlands",/url?q=http://nl.eu.ccb.com/&sa=U&ved=2ahUKEwjn4MGt5-f9AhVZkmoFHZj7DhIQgU96BAgMEAQ&usg=AOvVaw0qRs5buGyUdlkY8kqg0_CO,"Address: Claude Debussylaan 32, 1082 MD Amsterdam, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 20 504 7899",Bank,"Claude Debussylaan 32, 1082 MD Amsterdam",Amsterdam
Chevron Oronite Technology B.V.,27058602,"Chevron Oronite Technology B.V. 3.7  (3) 
Chemistry lab in Vondelingenplaat, Netherlands",/url?q=https://www.oronite.com/&sa=U&ved=2ahUKEwjv38Op5-f9AhW4kWoFHai5D7kQgU96BAgMEAQ&usg=AOvVaw3h1dudiydr3dovD9ITzhmy,"Address: Petroleumweg 32, 3196 KD Vondelingenplaat, NetherlandsHours: Closed ⋅ Opens 7 AM MonPhone: +31 10 295 1400",Chemistry lab,"Petroleumweg 32, 3196 KD Vondelingenplaat",Vondelingenplaat
Chemploy B.V.,62267604,"Chemploy 5.0  (6) 
Consultant in Beek, Netherlands",/url?q=http://www.chemploy.nl/&sa=U&ved=2ahUKEwi377So5-f9AhVPkWoFHauLDNkQgU96BAgKEAQ&usg=AOvVaw1C7vIFrkfleWZ6loeTckn5,"Address: Kasteel Genbroekstraat 18, 6191 KT Beek, NetherlandsHours: Closed ⋅ Opens 12 AM MonPhone: +31 46 206 0008",Consultant,"Kasteel Genbroekstraat 18, 6191 KT Beek",Beek
Chemours Netherlands,54013445,"Chemours Netherlands B.V. 1.6  (147) 
Chemical plant in Dordrecht, Netherlands",/url?q=https://www.chemours.com/en/about-chemours/global-reach/dordrecht%23&sa=U&ved=2ahUKEwiazfan5-f9AhV6l2oFHatPBfUQgU96BAgMEAQ&usg=AOvVaw2oim-ybctZPgY2eJyd0pYb,"Address: Baanhoekweg 22, 3313 LA Dordrecht, NetherlandsHours: Closed ⋅ Opens 8:30 AM MonPhone: +31 78 630 1011",Chemical plant,"Baanhoekweg 22, 3313 LA Dordrecht",Dordrecht
CheckMark Laboratorium Support B.V.,18024786,"CheckMark Labrecruitment 4.8  (50) 
Temp agency in Gouda, Netherlands",/url?q=https://checkmark.nl/&sa=U&ved=2ahUKEwj_w9el5-f9AhVvlGoFHZRuA8sQgU96BAgLEAQ&usg=AOvVaw03juk5QorJmk9I3uXb663R,"Address: Tielweg 10, 2803 PK Gouda, NetherlandsHours: Closed ⋅ Opens 8:30 AM MonPhone: +31 88 002 1100",Temp agency,"Tielweg 10, 2803 PK Gouda",Gouda
Châteraisé Europe B.V.,80659306,"Ch�terais� Europe B.v. 4.1  (7) 
Store in Tilburg, Netherlands",/url?q=https://chateraiseeurope.com/&sa=U&ved=2ahUKEwjJibCk5-f9AhWskWoFHZZrCusQgU96BAgKEAQ&usg=AOvVaw1sTgCQAtKdws-7dvqMLbXk,"Address: Kraaivenstraat 7, 5048 AB Tilburg, Netherlands",Store,"Kraaivenstraat 7, 5048 AB Tilburg",Tilburg
Chartboost B.V.,57696713,"Chartboost BV 5.0  (2) 
Media company in Amsterdam, Netherlands",/url?q=http://www.chartboost.com/&sa=U&ved=2ahUKEwjI9f6j5-f9AhV_mGoFHakvD8wQgU96BAgMEAQ&usg=AOvVaw20GhMtqdpTgfBEAfEyAFT7,"Address: Paleisstraat 1, 1012 RB Amsterdam, NetherlandsPhone: +31 20 233 0128",Media company,"Paleisstraat 1, 1012 RB Amsterdam",Amsterdam
Charles River Nederland B.V.,34137756,"Charles River Laboratories 3.1  (32) 
Laboratory in 's-Hertogenbosch, Netherlands",/url?q=http://www.criver.com/&sa=U&ved=2ahUKEwiFmsmj5-f9AhVmlWoFHfLOA1QQgU96BAgMEAQ&usg=AOvVaw0s2zPvKmo8RX4gZPYnOoh8,"Address: Hambakenwetering 7, 5231 DD 's-Hertogenbosch, NetherlandsHours: Closed ⋅ Opens 8:30 AM MonPhone: +31 73 640 6700",Laboratory,"Hambakenwetering 7, 5231 DD 's-Hertogenbosch",'s-Hertogenbosch
Charles River Laboratories Den Bosch B.V.,16055281,"Charles River Laboratories 3.1  (32) 
Laboratory in 's-Hertogenbosch, Netherlands",/url?q=http://www.criver.com/&sa=U&ved=2ahUKEwjrzYaj5-f9AhXsmmoFHUtwCYQQgU96BAgMEAQ&usg=AOvVaw3FNsh1Ior5ExI7c6i4Zxnh,"Address: Hambakenwetering 7, 5231 DD 's-Hertogenbosch, NetherlandsHours: Closed ⋅ Opens 8:30 AM MonPhone: +31 73 640 6700",Laboratory,"Hambakenwetering 7, 5231 DD 's-Hertogenbosch",'s-Hertogenbosch
Chapman Bright B.V.,65759028,"Chapman Bright 5.0  (1) 
Marketing consultant in Oosterhout, Netherlands",/url?q=https://chapmanbright.com/&sa=U&ved=2ahUKEwiwnLGh5-f9AhUVnWoFHehSDWQQgU96BAgLEAQ&usg=AOvVaw3-2Qi2-v2-k8nD9PiBaCd-,"Address: Bredaseweg 106, 4902 NS Oosterhout, NetherlandsHours: Closed ⋅ Opens 8:45 AM MonPhone: +31 88 244 5555",Market,"Bredaseweg 106, 4902 NS Oosterhout",Oosterhout
ChainCraft B.V.,9222453,"ChainCraft 4.0  (4) 
Biotechnology company in Amsterdam, Netherlands",/url?q=https://chaincraft.com/&sa=U&ved=2ahUKEwiviIaf5-f9AhX5lWoFHSzBBmYQgU96BAgKEAQ&usg=AOvVaw2hOapiwpcqfLBiP6I4qqpQ,"Address: Basisweg 68, 1043 AP Amsterdam, NetherlandsHours: Closed ⋅ Opens 8 AM MonPhone: +31 20 261 5645",Biotechnology company,"Basisweg 68, 1043 AP Amsterdam",Amsterdam
ChainCargo B.V.,72617217,"ChainCargo B.V. 4.1  (12) 
Logistics service in Eindhoven, Netherlands",/url?q=http://www.chaincargo.eu/&sa=U&ved=2ahUKEwjKjsie5-f9AhVTkWoFHSZdBSMQgU96BAgLEAQ&usg=AOvVaw0N3D5qopEkiuMA165BTBvn,"Address: Schimmelt 22, 5611 ZX Eindhoven, NetherlandsHours: Closed ⋅ Opens 8:30 AM MonPhone: +31 85 001 3700",Logistics service,"Schimmelt 22, 5611 ZX Eindhoven",Eindhoven
CGI Nederland B.V.,33136004,"CGI Nederland B.V. 4.4  (99) 
Corporate office",/url?q=http://www.cginederland.nl/&sa=U&ved=2ahUKEwiE_-ac5-f9AhWylGoFHRXfCmIQgU96BAgMEAQ&usg=AOvVaw2c4V_ETlCtKePFr4qHoKh4,"Address: George Hintzenweg 89, 3068 AX Rotterdam, NetherlandsHours: Closed ⋅ Opens 7 AM MonPhone: +31 88 564 0000",Corporate office,"George Hintzenweg 89, 3068 AX Rotterdam",Rotterdam
CG Drives & Automation Netherlands B.V.,17033961,"CG Drives & Automation (Emotron) 4.7  (3) 
Electronics manufacturer in Helsingborg, Sweden",/url?q=http://www.emotron.com/&sa=U&ved=2ahUKEwj0gpab5-f9AhUBlWoFHRpyBzcQgU96BAgMEAQ&usg=AOvVaw2LaRMWJRNp_GCNRHaBIxZo,"Address: M�rsaregatan 12, 254 66 Helsingborg, SwedenHours: Closed ⋅ Opens 8 AM MonPhone: +46 42 16 99 00",Electronics manufacturer,"M�rsaregatan 12, 254 66 Helsingborg, SwedenHours: Closed ⋅ Opens 8 AM MonPhone: +46 42 16 99 00",00
CFF Communications B.V.,33245987,"CFF Communications 4.7  (3) 
Marketing agency in Amsterdam, Netherlands",/url?q=http://www.cffcommunications.nl/&sa=U&ved=2ahUKEwjh56Oa5-f9AhUalWoFHQx5Aa8QgU96BAgLEAQ&usg=AOvVaw1V9HqqaZqMFdtNqW-y85tR,"Address: James Wattstraat 100, 1097 DM Amsterdam, NetherlandsHours: Closed ⋅ Opens 7 AM MonPhone: +31 20 575 4010",Market,"James Wattstraat 100, 1097 DM Amsterdam",Amsterdam
CEVA Logistics Headoffice B.V.,33132522,"CEVA Logistics Holdings B.V. 4.3  (10) 
Corporate office",/url?q=http://www.cevalogistics.com/&sa=U&ved=2ahUKEwi-74mZ5-f9AhUOlGoFHbD6C8MQgU96BAgMEAQ&usg=AOvVaw15rS5QnuK9ypYejFWGiemr,"Address: Siriusdreef 20, 2132 WT Hoofddorp, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 23 799 8000",Corporate office,"Siriusdreef 20, 2132 WT Hoofddorp",Hoofddorp
CEVA Freight Holland B.V.,34034262,"Ceva Freight Holland BV 4.2  (251) 
Freight forwarding service in Schiphol-Rijk, Netherlands",/url?q=http://www.cevalogistics.com/&sa=U&ved=2ahUKEwiemsmY5-f9AhX6mWoFHURMD48QgU96BAgMEAQ&usg=AOvVaw1zPsMmBr98bnMepVgPSSyf,"Address: Folkstoneweg 182, 1118 LN Schiphol, NetherlandsHours: Open ⋅ Closes 11:30 PMPhone: +31 20 316 8200",Freight forward,"Folkstoneweg 182, 1118 LN Schiphol",Schiphol
CET Logistics B.V.,70898375,"CET Logistics BV 5.0  (3) 
Freight forwarding service in Rotterdam, Netherlands",/url?q=http://www.cet-logistics.com/&sa=U&ved=2ahUKEwjzupCY5-f9AhW4l2oFHbS4A1YQgU96BAgLEAQ&usg=AOvVaw2GAi5ubEWnGk843c132hCu,"Address: Tempelhof 4, 3045 PV Rotterdam, NetherlandsHours: Closed ⋅ Opens 8:30 AM MonPhone: +31 10 760 3610",Freight forward,"Tempelhof 4, 3045 PV Rotterdam",Rotterdam
Certus Port Automation B.V.,58796762,"CERTUS Automation 4.2  (5) 
Industrial equipment supplier in Sliedrecht, Netherlands",/url?q=https://www.certusautomation.com/&sa=U&ved=2ahUKEwiZnJqX5-f9AhXskmoFHb36DowQgU96BAgLEAQ&usg=AOvVaw1wgojnFjl_nwpiRJM-mERY,"Address: Rietlanden 3, 3361 AN Sliedrecht, NetherlandsHours: Closed ⋅ Opens 8 AM MonPhone: +31 85 006 8800",Industrial equipment supplier,"Rietlanden 3, 3361 AN Sliedrecht",Sliedrecht
Certis,30110489,"Certis Europe BV 5.0  (3) 
Association or organization",/url?q=http://www.certiseurope.nl/&sa=U&ved=2ahUKEwifpuSW5-f9AhUalWoFHQx5Aa8QgU96BAgJEAQ&usg=AOvVaw0hG9dSdtRGEzpia_UtxNR5,"Address: Stadsplateau 16, 3521 AZ Utrecht, NetherlandsHours: Closed ⋅ Opens 8 AM MonPhone: +31 30 200 1200",Association or organization,"Stadsplateau 16, 3521 AZ Utrecht",Utrecht
Certhon Build B.V.,27237620,"Certhon - Greenhouse Solutions 4.5  (61) 
Engineering consultant in Poeldijk, Netherlands",/url?q=http://www.certhon.com/&sa=U&ved=2ahUKEwiX9p-W5-f9AhXSlmoFHeXIC0YQgU96BAgLEAQ&usg=AOvVaw1iiEnGI9vF27huXqrbqJBo,"Address: ABC Westland 555, 2685 DG Poeldijk, NetherlandsHours: Closed ⋅ Opens 7 AM MonPhone: +31 174 225 080",Eng,"ABC Westland 555, 2685 DG Poeldijk",Poeldijk
Cerner Nederland B.V.,61879363,"Cerner Benelux / Cerner Nederland BV 4.7  (6) 
Software company in the Hague, Netherlands",/url?q=http://www.cerner.com/&sa=U&ved=2ahUKEwjslJ6V5-f9AhWclGoFHUNoB0AQgU96BAgMEAQ&usg=AOvVaw19fgK1SX5SBsYuDqinJXFr,"Address: Schenkkade 50, 2595 AR Den Haag, NetherlandsPhone: +31 70 710 0610",Software company,"Schenkkade 50, 2595 AR Den Haag",Haag
Centric Netherlands B.V.,24181890,"Centric Gouda 4.4  (183) 
Business to business service in Gouda, Netherlands",/url?q=https://www.centric.eu/nl/contact/&sa=U&ved=2ahUKEwie0-KS5-f9AhUck2oFHV0wBgoQgU96BAgMEAQ&usg=AOvVaw3uTmHVCdbmgEipBHyAzLI4,"Address: Antwerpseweg 8, 2803 PB Gouda, NetherlandsHours: Closed ⋅ Opens 8 AM MonPhone: +31 182 648 000",Bus,"Antwerpseweg 8, 2803 PB Gouda",Gouda
Celonis B.V.,67121780,"Celonis B.V. 5.0  (9) 
Software company in Amsterdam, Netherlands",/url?q=http://www.celonis.com/&sa=U&ved=2ahUKEwjR7-qN5-f9AhVkk2oFHSH5CAoQgU96BAgMEAQ&usg=AOvVaw1HvKvNLi9X9PfASJOyTJ9Y,"Address: Tribes SOM2, Claude Debussylaan 7-29, 1082 MC Amsterdam, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 13 590 2333",Software company,"Tribes SOM2, Claude Debussylaan 7-29, 1082 MC Amsterdam",Amsterdam
CellSens B.V.,9221168,"CellSens, B.V. 5.0  (1) 
Telecommunications engineer in the Hague, Netherlands",/url?q=http://www.cellsens.com/&sa=U&ved=2ahUKEwi27_CM5-f9AhUrlmoFHewCBEUQgU96BAgKEAQ&usg=AOvVaw2mRa58GpguyB8Vn-N7JGBv,"Address: Sweelinckplein 1, 2517 GK Den Haag, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 6 24097443",Telecommunications eng,"Sweelinckplein 1, 2517 GK Den Haag",Haag
Cellpoint B.V.,72187484,"CellPoint 5.0  (1) 
Biotechnology company in Oegstgeest, Netherlands",/url?q=https://cellpoint.bio/&sa=U&ved=2ahUKEwjsxLSM5-f9AhVEnWoFHUAwDr8QgU96BAgMEAQ&usg=AOvVaw1IijBgPXc4rzasiqaKPOHL,"Address: De Limes 7, 2342 DH Oegstgeest, NetherlandsHours: Closed ⋅ Opens 8 AM MonPhone: +31 71 207 7810",Biotechnology company,"De Limes 7, 2342 DH Oegstgeest",Oegstgeest
